198,1,186,Am open about my feelings.,我坦誠表達自己的感受。,0.860,,1,X148,1,2025-12-08 00:00:00.0000000,
199,1,186,Am open about myself to others.,我對他人坦誠。,0.860,,1,X85,1,2025-12-08 00:00:00.0000000,
200,1,57,Am quick to judge others.,我很快就對他人下判斷。,0.760,,1,E65,1,2025-12-08 00:00:00.0000000,
201,1,71,Am quiet around strangers.,我在陌生人面前很安靜。,0.800,,1,"H661, X260",1,2025-12-08 00:00:00.0000000,
202,1,56,Am relaxed most of the time.,我大部分時間都很放鬆。,0.850,,1,E141,1,2025-12-08 00:00:00.0000000,
203,1,77,Am the last to laugh at a joke.,我是最後才笑出來的人。,0.780,,1,,1,2025-12-08 00:00:00.0000000,
204,1,77,Am the life of the party.,我是派對的靈魂人物。,0.780,,1,,1,2025-12-08 00:00:00.0000000,
205,1,49,Am wary of others.,我對他人保持警惕。,0.800,,1,H1001,1,2025-12-08 00:00:00.0000000,
206,1,186,Am willing to talk about myself.,我願意談論自己。,0.860,,1,H9,1,2025-12-08 00:00:00.0000000,
207,1,77,Amuse my friends.,我會逗朋友開心。,0.780,,1,H1093,1,2025-12-08 00:00:00.0000000,
208,1,31,Avoid philosophical discussions.,我避免哲學討論。,0.820,,1,X248,1,2025-12-08 00:00:00.0000000,
209,1,52,Believe in one true religion.,我相信只有一個真正的宗教。,0.840,,1,X35,1,2025-12-08 00:00:00.0000000,
210,1,31,Believe in the importance of art.,我相信藝術的重要性。,0.820,,1,X123,1,2025-12-08 00:00:00.0000000,
211,1,52,Believe laws should be strictly enforced.,我相信法律應該嚴格執行。,0.840,,1,,1,2025-12-08 00:00:00.0000000,
212,1,49,Believe that others have good intentions.,我相信他人有善意。,0.800,,1,H549,1,2025-12-08 00:00:00.0000000,
213,1,49,Believe that people are basically moral.,我相信人們基本上是有道德的。,0.800,,1,X189,1,2025-12-08 00:00:00.0000000,
214,1,49,Believe that people are essentially evil.,我相信人們本質上是邪惡的。,0.800,,1,X80,1,2025-12-08 00:00:00.0000000,
215,1,49,Believe that people seldom tell you the whole truth.,我相信人們很少告訴你全部真相。,0.800,,1,,1,2025-12-08 00:00:00.0000000,
216,1,186,Bottle up my feelings.,我壓抑自己的感受。,0.860,,1,H1146,1,2025-12-08 00:00:00.0000000,
217,1,52,Break rules.,我違反規則。,0.840,,1,H1346,1,2025-12-08 00:00:00.0000000,
218,1,51,Can take strong measures.,我能採取強硬措施。,0.810,,1,H409,1,2025-12-08 00:00:00.0000000,
219,1,16,Can take strong measures.,我能採取強硬措施。,0.810,,1,H409,1,2025-12-08 00:00:00.0000000,
220,1,128,Can't do without the company of others.,我離不開他人的陪伴。,0.730,,1,H965,1,2025-12-08 00:00:00.0000000,
221,1,57,Can't stand being contradicted.,我無法忍受被反駁。,0.760,,1,H292,1,2025-12-08 00:00:00.0000000,
222,1,31,Carry the conversation to a higher level.,我能將對話提升到更高層次。,0.820,,1,H1227,1,2025-12-08 00:00:00.0000000,
223,1,244,Cheer people up.,我能讓人們振作起來。,0.800,,1,H1151,1,2025-12-08 00:00:00.0000000,
224,1,98,Consider myself an average person.,我認為自己是個普通人。,0.760,,1,X125,1,2025-12-08 00:00:00.0000000,
225,1,163,Continue until everything is perfect.,我會堅持到一切完美為止。,0.810,,1,H286,1,2025-12-08 00:00:00.0000000,
226,1,98,Counter others' arguments.,我會反駁他人的論點。,0.760,,1,H1360,1,2025-12-08 00:00:00.0000000,
227,1,213,Cry during movies.,我看電影時會哭。,0.730,,1,H2011,1,2025-12-08 00:00:00.0000000,
228,1,186,Disclose my intimate thoughts.,我會透露自己的私密想法。,0.860,,1,H2013,1,2025-12-08 00:00:00.0000000,
229,1,77,Dislike loud music.,我不喜歡吵鬧的音樂。,0.780,,1,X215,1,2025-12-08 00:00:00.0000000,
230,1,56,Dislike myself.,我不喜歡自己。,0.850,,1,X15,1,2025-12-08 00:00:00.0000000,
231,1,213,Dislike works of fiction.,我不喜歡小說作品。,0.730,,1,X230,1,2025-12-08 00:00:00.0000000,
232,1,49,Distrust people.,我不信任他人。,0.800,,1,"H1195, X12",1,2025-12-08 00:00:00.0000000,
233,1,213,Do not enjoy watching dance performances.,我不喜歡看舞蹈表演。,0.730,,1,X243,1,2025-12-08 00:00:00.0000000,
234,1,213,Do not like poetry.,我不喜歡詩歌。,0.730,,1,X45,1,2025-12-08 00:00:00.0000000,
235,1,87,Do things by the book.,我按規矩做事。,0.800,,1,H250,1,2025-12-08 00:00:00.0000000,
236,1,87,Do things that others find strange.,我做的事情讓他人覺得奇怪。,0.800,,1,H691,1,2025-12-08 00:00:00.0000000,
237,1,87,Do unexpected things.,我做出意想不到的事情。,0.800,,1,H893,1,2025-12-08 00:00:00.0000000,
238,1,14,Don't let others discourage me.,我不讓他人使我沮喪。,0.800,,1,H368,1,2025-12-08 00:00:00.0000000,
239,1,213,Don't like action movies.,我不喜歡動作電影。,0.730,,1,X119,1,2025-12-08 00:00:00.0000000,
240,1,77,Don't like crowded events.,我不喜歡擁擠的活動。,0.780,,1,X99,1,2025-12-08 00:00:00.0000000,
241,1,244,Don't like to get involved in other people's problems.,我不喜歡捲入他人的問題。,0.800,,1,X103,1,2025-12-08 00:00:00.0000000,
242,1,71,Don't mind being the center of attention.,我不介意成為注意力的焦點。,0.800,,1,X78,1,2025-12-08 00:00:00.0000000,
243,1,128,Don't mind eating alone.,我不介意獨自用餐。,0.730,,1,E72,1,2025-12-08 00:00:00.0000000,
244,1,186,Don't talk a lot.,我話不多。,0.860,,1,X56,1,2025-12-08 00:00:00.0000000,
245,1,14,Don't worry about things that have already happened.,我不擔心已經發生的事情。,0.800,,1,E150,1,2025-12-08 00:00:00.0000000,
246,1,128,Enjoy being part of a group.,我喜歡成為團體的一員。,0.730,,1,"H2016, V58",1,2025-12-08 00:00:00.0000000,
247,1,77,Enjoy being part of a loud crowd.,我喜歡成為吵鬧人群的一員。,0.780,,1,E56,1,2025-12-08 00:00:00.0000000,
248,1,244,Enjoy bringing people together.,我喜歡讓人們聚在一起。,0.800,,1,X161,1,2025-12-08 00:00:00.0000000,
249,1,213,Enjoy discussing movies and books with others.,我喜歡和他人討論電影和書籍。,0.730,,1,E47,1,2025-12-08 00:00:00.0000000,
250,1,31,Enjoy hearing new ideas.,我喜歡聽到新想法。,0.820,,1,X166,1,2025-12-08 00:00:00.0000000,
251,1,128,Enjoy my privacy.,我喜歡保持隱私。,0.730,,1,E83,1,2025-12-08 00:00:00.0000000,
252,1,128,Enjoy silence.,我喜歡安靜。,0.730,,1,E94,1,2025-12-08 00:00:00.0000000,
253,1,128,Enjoy spending time by myself.,我喜歡獨處。,0.730,,1,X88,1,2025-12-08 00:00:00.0000000,
254,1,128,Enjoy teamwork.,我喜歡團隊合作。,0.730,,1,X271,1,2025-12-08 00:00:00.0000000,
255,1,87,Enjoy wild flights of fantasy.,我喜歡狂野的幻想飛行。,0.800,,1,X238,1,2025-12-08 00:00:00.0000000,
256,1,71,Feel comfortable around people.,我在人群中感到自在。,0.800,,1,X112,1,2025-12-08 00:00:00.0000000,
257,1,56,Feel comfortable with myself.,我對自己感到自在。,0.850,,1,X129,1,2025-12-08 00:00:00.0000000,
258,1,14,Feel crushed by setbacks.,我因挫折而崩潰。,0.800,,1,H643,1,2025-12-08 00:00:00.0000000,
259,1,56,Feel desperate.,我感到絕望。,0.850,,1,H947,1,2025-12-08 00:00:00.0000000,
260,1,14,"Feel guilty when I say ""no.""",當我說「不」時感到內疚。,0.800,,1,E168,1,2025-12-08 00:00:00.0000000,
261,1,244,Feel others' emotions.,我能感受他人的情緒。,0.800,,1,E136,1,2025-12-08 00:00:00.0000000,
262,1,14,Feel threatened easily.,我容易感到威脅。,0.800,,1,H612,1,2025-12-08 00:00:00.0000000,
263,1,71,Find it difficult to approach others.,我發現很難接近他人。,0.800,,1,H592,1,2025-12-08 00:00:00.0000000,
264,1,49,Find it hard to forgive others.,我發現很難原諒他人。,0.800,,1,X210,1,2025-12-08 00:00:00.0000000,
265,1,57,Get angry easily.,我容易生氣。,0.760,,1,"H754, X18",1,2025-12-08 00:00:00.0000000,
266,1,163,Get chores done right away.,我會馬上完成家務。,0.810,,1,E119,1,2025-12-08 00:00:00.0000000,
267,1,98,Get confused easily.,我容易感到困惑。,0.760,,1,H855,1,2025-12-08 00:00:00.0000000,
268,1,57,Get irritated easily.,我容易被激怒。,0.760,,1,H761,1,2025-12-08 00:00:00.0000000,
269,1,57,Have a good word for everyone.,我對每個人都有好話說。,0.760,,1,H22,1,2025-12-08 00:00:00.0000000,
270,1,98,Have a poor vocabulary.,我的詞彙量很少。,0.760,,1,X28,1,2025-12-08 00:00:00.0000000,
271,1,56,Have frequent mood swings.,我經常情緒波動。,0.850,,1,E92,1,2025-12-08 00:00:00.0000000,
272,1,71,Have little to say.,我沒什麼話要說。,0.800,,1,H1039,1,2025-12-08 00:00:00.0000000,
273,1,77,Joke around a lot.,我經常開玩笑。,0.780,,1,H86,1,2025-12-08 00:00:00.0000000,
274,1,57,Judge people by their appearance.,我以貌取人。,0.760,,1,E69,1,2025-12-08 00:00:00.0000000,
275,1,71,Keep in the background.,我保持低調。,0.800,,1,"H154, X34",1,2025-12-08 00:00:00.0000000,
276,1,186,Keep my thoughts to myself.,我把想法藏在心裡。,0.860,,1,H588,1,2025-12-08 00:00:00.0000000,
277,1,244,Know how to comfort others.,我知道如何安慰他人。,0.800,,1,H173,1,2025-12-08 00:00:00.0000000,
278,1,52,Know how to get around the rules.,我知道如何規避規則。,0.840,,1,H1327,1,2025-12-08 00:00:00.0000000,
279,1,98,Know that I am not a special person.,我知道自己不是特別的人。,0.760,,1,X234,1,2025-12-08 00:00:00.0000000,
280,1,98,Know the answers to many questions.,我知道許多問題的答案。,0.760,,1,,1,2025-12-08 00:00:00.0000000,
281,1,98,Learn quickly.,我學得很快。,0.760,,1,H1278,1,2025-12-08 00:00:00.0000000,
282,1,163,Leave a mess in my room.,我把房間弄得一團糟。,0.810,,1,"H822, X16",1,2025-12-08 00:00:00.0000000,
283,1,163,Leave my belongings around.,我到處亂放東西。,0.810,,1,H823,1,2025-12-08 00:00:00.0000000,
284,1,51,Let myself be pushed around.,我讓自己被人欺負。,0.810,,1,H1026,1,2025-12-08 00:00:00.0000000,
285,1,16,Let myself be pushed around.,我讓自己被人欺負。,0.810,,1,H1026,1,2025-12-08 00:00:00.0000000,
286,1,51,Let others make the decisions.,我讓他人做決定。,0.810,,1,H964,1,2025-12-08 00:00:00.0000000,
287,1,16,Let others make the decisions.,我讓他人做決定。,0.810,,1,H964,1,2025-12-08 00:00:00.0000000,
288,1,163,Like order.,我喜歡秩序。,0.810,,1,X118,1,2025-12-08 00:00:00.0000000,
289,1,87,Like to get lost in thought.,我喜歡陷入沉思。,0.800,,1,E163,1,2025-12-08 00:00:00.0000000,
290,1,213,Like to read.,我喜歡閱讀。,0.730,,1,H2027,1,2025-12-08 00:00:00.0000000,
291,1,52,Like to stand during the national anthem.,我喜歡在國歌響起時站立。,0.840,,1,X254,1,2025-12-08 00:00:00.0000000,
292,1,213,Love flowers.,我喜歡花。,0.730,,1,X140,1,2025-12-08 00:00:00.0000000,
293,1,77,Love large parties.,我喜歡大型派對。,0.780,,1,"H78, X17",1,2025-12-08 00:00:00.0000000,
294,1,87,Love to daydream.,我喜歡做白日夢。,0.800,,1,X71,1,2025-12-08 00:00:00.0000000,
295,1,31,Love to think up new ways of doing things.,我喜歡想出新的做事方法。,0.820,,1,X225,1,2025-12-08 00:00:00.0000000,
296,1,71,Make friends easily.,我很容易交朋友。,0.800,,1,H29,1,2025-12-08 00:00:00.0000000,
297,1,98,Make insightful remarks.,我會提出有洞察力的評論。,0.760,,1,H1358,1,2025-12-08 00:00:00.0000000,
298,1,244,Make people feel at ease.,我讓人們感到自在。,0.800,,1,H107,1,2025-12-08 00:00:00.0000000,
299,1,51,Never challenge things.,我從不質疑事情。,0.810,,1,H1042,1,2025-12-08 00:00:00.0000000,
300,1,16,Never challenge things.,我從不質疑事情。,0.810,,1,H1042,1,2025-12-08 00:00:00.0000000,
301,1,56,Often feel blue.,我經常感到憂鬱。,0.850,,1,X74,1,2025-12-08 00:00:00.0000000,
302,1,71,Often feel uncomfortable around others.,我經常在他人身邊感到不自在。,0.800,,1,H909,1,2025-12-08 00:00:00.0000000,
303,1,52,Oppose authority.,我反對權威。,0.840,,1,H498,1,2025-12-08 00:00:00.0000000,
304,1,128,Prefer to do things by myself.,我喜歡獨自做事。,0.730,,1,H682,1,2025-12-08 00:00:00.0000000,
305,1,31,Prefer variety to routine.,我喜歡變化而非常規。,0.820,,1,X204,1,2025-12-08 00:00:00.0000000,
306,1,163,Put off unpleasant tasks.,我會拖延不愉快的任務。,0.810,,1,E132,1,2025-12-08 00:00:00.0000000,
307,1,31,Rarely look for a deeper meaning in things.,我很少尋找事物更深層的意義。,0.820,,1,E77,1,2025-12-08 00:00:00.0000000,
308,1,213,Rarely notice my emotional reactions.,我很少注意到自己的情緒反應。,0.730,,1,X10,1,2025-12-08 00:00:00.0000000,
309,1,213,Read a lot.,我讀很多書。,0.730,,1,H2032,1,2025-12-08 00:00:00.0000000,
310,1,56,Readily overcome setbacks.,我能輕易克服挫折。,0.850,,1,H44,1,2025-12-08 00:00:00.0000000,
311,1,98,Reflect on things before acting.,我會在行動前思考。,0.760,,1,"H1218, X67",1,2025-12-08 00:00:00.0000000,
312,1,52,Resist authority.,我抗拒權威。,0.840,,1,E45,1,2025-12-08 00:00:00.0000000,
313,1,52,Respect authority.,我尊重權威。,0.840,,1,H296,1,2025-12-08 00:00:00.0000000,
314,1,186,Reveal little about myself.,我很少透露自己的事。,0.860,,1,H601,1,2025-12-08 00:00:00.0000000,
315,1,51,Say what I think.,我會說出自己的想法。,0.810,,1,H336,1,2025-12-08 00:00:00.0000000,
316,1,16,Say what I think.,我會說出自己的想法。,0.810,,1,H336,1,2025-12-08 00:00:00.0000000,
317,1,128,Seek quiet.,我尋求安靜。,0.730,,1,H602,1,2025-12-08 00:00:00.0000000,
318,1,87,Seldom daydream.,我很少做白日夢。,0.800,,1,X135,1,2025-12-08 00:00:00.0000000,
319,1,56,Seldom feel blue.,我很少感到憂鬱。,0.850,,1,X156,1,2025-12-08 00:00:00.0000000,
320,1,87,Seldom get lost in thought.,我很少陷入沉思。,0.800,,1,X175,1,2025-12-08 00:00:00.0000000,
321,1,77,Seldom joke around.,我很少開玩笑。,0.780,,1,X137,1,2025-12-08 00:00:00.0000000,
322,1,186,Show my feelings.,我表現出自己的感受。,0.860,,1,"H3, X25",1,2025-12-08 00:00:00.0000000,
323,1,98,Skip difficult words while reading.,我閱讀時會跳過困難的字。,0.760,,1,H1439,1,2025-12-08 00:00:00.0000000,
324,1,14,Spend time thinking about past mistakes.,我花時間思考過去的錯誤。,0.800,,1,E114,1,2025-12-08 00:00:00.0000000,
325,1,71,Start conversations.,我會開啟對話。,0.800,,1,H16,1,2025-12-08 00:00:00.0000000,
326,1,49,Suspect hidden motives in others.,我懷疑他人有隱藏動機。,0.800,,1,H604,1,2025-12-08 00:00:00.0000000,
327,1,87,Swim against the current.,我逆流而上。,0.800,,1,H690,1,2025-12-08 00:00:00.0000000,
328,1,244,Take an interest in other people's lives.,我對他人的生活感興趣。,0.800,,1,H1129,1,2025-12-08 00:00:00.0000000,
329,1,51,Take charge.,我會掌控。,0.810,,1,"H334, X27",1,2025-12-08 00:00:00.0000000,
330,1,16,Take charge.,我會掌控。,0.810,,1,"H334, X27",1,2025-12-08 00:00:00.0000000,
331,1,51,Take control of things.,我會控制事情。,0.810,,1,H325,1,2025-12-08 00:00:00.0000000,
332,1,16,Take control of things.,我會控制事情。,0.810,,1,H325,1,2025-12-08 00:00:00.0000000,
333,1,87,Take deviant positions.,我採取偏差立場。,0.800,,1,H1090,1,2025-12-08 00:00:00.0000000,
334,1,244,Take time out for others.,我會為他人騰出時間。,0.800,,1,H160,1,2025-12-08 00:00:00.0000000,
335,1,71,Talk to a lot of different people at parties.,我在派對上和很多不同的人交談。,0.800,,1,X83,1,2025-12-08 00:00:00.0000000,
336,1,98,Tend to analyze things.,我傾向於分析事物。,0.760,,1,E125,1,2025-12-08 00:00:00.0000000,
337,1,49,Trust others.,我信任他人。,0.800,,1,"H113, X6",1,2025-12-08 00:00:00.0000000,
338,1,49,Trust what people say.,我相信人們所說的話。,0.800,,1,E157,1,2025-12-08 00:00:00.0000000,
339,1,244,Try not to think about the needy.,我盡量不去想貧困的人。,0.800,,1,E166,1,2025-12-08 00:00:00.0000000,
340,1,31,Try to avoid complex people.,我試圖避開複雜的人。,0.820,,1,E171,1,2025-12-08 00:00:00.0000000,
341,1,52,Try to follow the rules.,我試圖遵守規則。,0.840,,1,X150,1,2025-12-08 00:00:00.0000000,
342,1,57,Try to forgive and forget.,我試圖原諒和忘記。,0.760,,1,E126,1,2025-12-08 00:00:00.0000000,
343,1,98,Use my brain.,我使用我的大腦。,0.760,,1,H1215,1,2025-12-08 00:00:00.0000000,
344,1,52,Use swear words.,我使用髒話。,0.840,,1,,1,2025-12-08 00:00:00.0000000,
345,1,51,Wait for others to lead the way.,我等待他人帶路。,0.810,,1,H976,1,2025-12-08 00:00:00.0000000,
346,1,16,Wait for others to lead the way.,我等待他人帶路。,0.810,,1,H976,1,2025-12-08 00:00:00.0000000,
347,1,51,Want to be in charge.,我想要掌控。,0.810,,1,H793,1,2025-12-08 00:00:00.0000000,
348,1,16,Want to be in charge.,我想要掌控。,0.810,,1,H793,1,2025-12-08 00:00:00.0000000,
349,1,128,Want to be left alone.,我想要被獨處。,0.730,,1,H660,1,2025-12-08 00:00:00.0000000,
350,1,98,Weigh the pros against the cons.,我會權衡利弊。,0.760,,1,H353,1,2025-12-08 00:00:00.0000000,
351,1,14,Worry about things.,我擔心事情。,0.800,,1,"H1157, X5",1,2025-12-08 00:00:00.0000000,
352,2,8,Accept people as they are.,我接受他人本來的樣子。,0.730,,1,H106,1,2025-12-08 00:00:00.0000000,
353,2,1,Accomplish a lot of work.,我完成很多工作。,0.820,,1,H554,1,2025-12-08 00:00:00.0000000,
354,2,42,Act quickly without thinking.,我不假思索就迅速行動。,0.760,,1,H866,1,2025-12-08 00:00:00.0000000,
355,2,84,Act wild and crazy.,行為狂野瘋狂。,0.730,,1,H871,1,2025-12-08 00:00:00.0000000,
356,2,212,Act without consulting others.,我不徵詢他人就行動。,0.590,,1,H784,1,2025-12-08 00:00:00.0000000,
357,2,147,Act without planning.,我不做計劃就行動。,0.780,,1,H848,1,2025-12-08 00:00:00.0000000,
358,2,3,Adapt easily to new situations.,我容易適應新情況。,0.670,,1,H2000,1,2025-12-08 00:00:00.0000000,
359,2,3,Am a bad loser.,我是個輸不起的人。,0.670,,1,H763,1,2025-12-08 00:00:00.0000000,
360,2,5,Am a creature of habit.,我是個習慣的動物。,0.700,,1,,1,2025-12-08 00:00:00.0000000,
361,2,93,Am always busy.,我總是很忙碌。,0.750,,1,H58,1,2025-12-08 00:00:00.0000000,
362,2,147,Am always prepared.,我總是準備充分。,0.780,,1,X87,1,2025-12-08 00:00:00.0000000,
363,2,8,Am annoyed by others' mistakes.,我會因他人的錯誤而煩躁。,0.730,,1,E82,1,2025-12-08 00:00:00.0000000,
364,2,5,Am attached to conventional ways.,我依戀傳統方式。,0.700,,1,H312,1,2025-12-08 00:00:00.0000000,
365,2,163,Am continually losing things.,我不斷遺失東西。,0.810,,1,E158,1,2025-12-08 00:00:00.0000000,
366,2,212,Am easily moved to tears.,我容易被感動而流淚。,0.590,,1,H992,1,2025-12-08 00:00:00.0000000,
367,2,8,Am easily offended.,我容易感到被冒犯。,0.730,,1,H762,1,2025-12-08 00:00:00.0000000,
368,2,147,Am exacting in my work.,我對工作要求嚴格。,0.780,,1,X163,1,2025-12-08 00:00:00.0000000,
369,2,64,Am good at making impromptu speeches.,我擅長即興演講。,0.850,,1,P364,1,2025-12-08 00:00:00.0000000,
370,2,187,Am good at many things.,我擅長很多事情。,0.810,,1,H1246,1,2025-12-08 00:00:00.0000000,
371,2,3,Am good at taking advice.,我擅長接受建議。,0.670,,1,H1068,1,2025-12-08 00:00:00.0000000,
372,2,77,Am hard to get to know.,我很難被了解。,0.870,,1,"H596, X9",1,2025-12-08 00:00:00.0000000,
373,2,8,Am inclined to forgive others.,我傾向於原諒他人。,0.730,,1,H137,1,2025-12-08 00:00:00.0000000,
374,2,99,Am interested in many things.,我對許多事物感興趣。,0.800,,1,H2021,1,2025-12-08 00:00:00.0000000,
375,2,61,Am likely to show off if I get the chance.,我可能會炫耀如果有機會的話。,0.830,,1,P441,1,2025-12-08 00:00:00.0000000,
376,2,147,Am not bothered by disorder.,我不會被混亂所困擾。,0.780,,1,E7,1,2025-12-08 00:00:00.0000000,
377,2,239,Am not concerned with making a good impression.,我不在意給人留下好印象。,0.740,,1,P397,1,2025-12-08 00:00:00.0000000,
378,2,8,Am not disturbed by events.,我不會被事件所困擾。,0.730,,1,H386,1,2025-12-08 00:00:00.0000000,
379,2,23,Am not easily annoyed.,我不容易生氣。,0.870,,1,X23,1,2025-12-08 00:00:00.0000000,
380,2,64,Am not good at getting people to like me.,我不擅長讓人喜歡我。,0.850,,1,P430,1,2025-12-08 00:00:00.0000000,
381,2,61,Am not good at telling jokes.,我不擅長講笑話。,0.830,,1,P468,1,2025-12-08 00:00:00.0000000,
382,2,135,Am not highly motivated to succeed.,我沒有強烈的成功動機。,0.850,,1,X110,1,2025-12-08 00:00:00.0000000,
383,2,99,Am not interested in abstract ideas.,我對抽象概念不感興趣。,0.800,,1,X228,1,2025-12-08 00:00:00.0000000,
384,2,99,Am not interested in theoretical discussions.,我對理論討論不感興趣。,0.800,,1,X239,1,2025-12-08 00:00:00.0000000,
385,2,99,Am open to change.,我對改變持開放態度。,0.800,,1,X62,1,2025-12-08 00:00:00.0000000,
386,2,84,Am relaxed most of the time.,我大部分時間都很放鬆。,0.730,,1,E141,1,2025-12-08 00:00:00.0000000,
387,2,64,Am skilled in handling social situations.,我擅長處理社交情況。,0.850,,1,H1366,1,2025-12-08 00:00:00.0000000,
388,2,61,Am the life of the party.,我是派對的靈魂人物。,0.830,,1,,1,2025-12-08 00:00:00.0000000,
389,2,93,Am under constant pressure.,我處於持續的壓力之下。,0.750,,1,P472,1,2025-12-08 00:00:00.0000000,
390,2,84,Am willing to try anything once.,我願意嘗試任何事。,0.730,,1,X3,1,2025-12-08 00:00:00.0000000,
391,2,61,Amuse my friends.,我會逗朋友開心。,0.830,,1,H1093,1,2025-12-08 00:00:00.0000000,
392,2,77,Avoid company.,我避免與人為伴。,0.870,,1,H598,1,2025-12-08 00:00:00.0000000,
393,2,77,Avoid contacts with others.,我避免與他人接觸。,0.870,,1,H648,1,2025-12-08 00:00:00.0000000,
394,2,32,Avoid difficult reading material.,我避免閱讀困難的材料。,0.820,,1,X109,1,2025-12-08 00:00:00.0000000,
395,2,32,Avoid philosophical discussions.,我避免哲學討論。,0.820,,1,X248,1,2025-12-08 00:00:00.0000000,
396,2,92,Believe appearances are important.,我相信外表很重要。,0.690,,1,,1,2025-12-08 00:00:00.0000000,
397,2,40,Believe in the importance of art.,我相信藝術的重要性。,0.800,,1,X123,1,2025-12-08 00:00:00.0000000,
398,2,212,Believe that events in my life are determined only by me.,我相信生活中的事件只由我決定。,0.590,,1,P409,1,2025-12-08 00:00:00.0000000,
399,2,40,Believe that too much tax money goes to support artists.,我相信太多稅金用於支持藝術家。,0.800,,1,X20,1,2025-12-08 00:00:00.0000000,
400,2,187,Can handle a lot of information.,我能處理大量資訊。,0.810,,1,H1322,1,2025-12-08 00:00:00.0000000,
401,2,187,Can manage many things at the same time.,我能同時管理很多事情。,0.810,,1,H457,1,2025-12-08 00:00:00.0000000,
402,2,163,Can never find anything.,我永遠找不到東西。,0.810,,1,E172,1,2025-12-08 00:00:00.0000000,
403,2,187,Can perform a wide variety of tasks.,我能執行各種各樣的任務。,0.810,,1,H492,1,2025-12-08 00:00:00.0000000,
404,2,3,Can stand criticism.,我能承受批評。,0.670,,1,H356,1,2025-12-08 00:00:00.0000000,
405,2,187,Can tackle anything.,我能應付任何事。,0.810,,1,H439,1,2025-12-08 00:00:00.0000000,
406,2,64,Can talk others into doing things.,我能說服他人做事。,0.850,,1,H1137,1,2025-12-08 00:00:00.0000000,
407,2,187,Can work under pressure.,我能在壓力下工作。,0.810,,1,H391,1,2025-12-08 00:00:00.0000000,
408,2,183,Can't do without the company of others.,我離不開他人的陪伴。,0.660,,1,H965,1,2025-12-08 00:00:00.0000000,
409,2,3,Can't stand being contradicted.,我無法忍受被反駁。,0.670,,1,H292,1,2025-12-08 00:00:00.0000000,
410,2,99,Carry the conversation to a higher level.,我能將對話提升到更高層次。,0.800,,1,H1227,1,2025-12-08 00:00:00.0000000,
411,2,239,Change myself to suit others.,我會改變自己以迎合他人。,0.740,,1,E147,1,2025-12-08 00:00:00.0000000,
412,2,42,Choose my words with care.,我會謹慎選擇用詞。,0.760,,1,H673,1,2025-12-08 00:00:00.0000000,
413,2,93,Complete tasks successfully.,我能成功完成任務。,0.750,,1,H1285,1,2025-12-08 00:00:00.0000000,
414,2,183,Dislike being complimented.,我不喜歡被讚美。,0.660,,1,P410,1,2025-12-08 00:00:00.0000000,
415,2,5,Dislike changes.,我不喜歡變化。,0.700,,1,"H1063, X43",1,2025-12-08 00:00:00.0000000,
416,2,135,Dislike having authority over others.,我不喜歡對他人擁有權威。,0.850,,1,P341,1,2025-12-08 00:00:00.0000000,
417,2,35,Dislike loud music.,我不喜歡吵鬧的音樂。,0.610,,1,X215,1,2025-12-08 00:00:00.0000000,
